cycle,exp_prices,exp_qtities,cycle2,acc_prices,acc_qtities
36825,,,36825,,
36826,,,36826,,
36827,,,36827,,
36828,,,36828,,
36829,,,36829,,
36830,102.68,2,36830,102.68,2
36831,103.04|103.05,4|6,36831,,
36832,,,36832,94.61|103.07|103.08,2|3|5
36833,94.61|103.05|103.06,2|1|7,36833,103.08,10
36834,,,36834,,
36835,,,36835,,
36836,,,36836,,
36837,,,36837,90.62,9
36838,90.62|103.06|103.07|103.08,9|20|3|3,36838,103.08|103.08,31|4
36839,,,36839,,
36840,,,36840,,
36841,,,36841,,
36842,,,36842,,
36843,,,36843,,
36844,,,36844,,
36845,,,36845,,
36846,93.5,38,36846,93.5,1
36847,100.22,1,36847,93.5,37
36848,,,36848,,
36849,93.44|100.22,1|30,36849,93.44|100.22,1|30
36850,,,36850,,
36851,,,36851,,
36852,95.17,16,36852,95.17,16
36853,95.17,4,36853,95.17,4
36854,,,36854,,
36855,,,36855,,
36856,95.17,8,36856,95.17,8
36857,,,36857,,
36858,89.54,1,36858,89.54,1
36859,,,36859,,
36860,,,36860,,
36861,,,36861,,
36862,,,36862,,
36863,,,36863,,
36864,,,36864,89.51|89.54|95.17,7|75|17
36865,,,36865,,
36866,89.51|89.54|95.17,7|75|17,36866,,
36867,,,36867,,
36868,94.01|95.17,42|19,36868,94.01|95.17,42|19
36869,95.17,5,36869,95.17,5
36870,,,36870,,
36871,,,36871,,
36872,95.17,6,36872,95.17,6
36873,,,36873,,
36874,,,36874,,
36875,95.17,3,36875,95.17,3
36876,,,36876,,
36877,95.17|97.56,4|82,36877,95.17|97.56,4|82
36878,,,36878,,
36879,,,36879,,
36880,87.74|97.56,1|1,36880,87.74|97.56,1|1
36881,97.56,13,36881,97.56,13
36882,,,36882,,
36883,,,36883,,
36884,100.22,24,36884,100.22,25
36885,101.35|103.08|103.08,9|43|2,36885,101.35|103.08|103.09,9|4|41
36886,,,36886,,
36887,,,36887,,
36888,,,36888,,
36889,,,36889,,
36890,86.22,8,36890,86.22,8
36891,,,36891,,
36892,,,36892,,
36893,,,36893,,
36894,,,36894,,
36895,,,36895,,
36896,,,36896,92.36|103.09|103.09|103.1,8|22|6|15
36897,92.36|103.08|103.09,8|6|37,36897,,
36898,,,36898,,
36899,,,36899,,
36900,,,36900,,
36901,103.09,7,36901,,
36902,,,36902,103.1,7
36903,,,36903,,
36904,,,36904,,
36905,,,36905,,
36906,,,36906,,
36907,,,36907,,
36908,,,36908,,
36909,,,36909,,
36910,99.73|103.09,8|2,36910,99.73|103.1,8|2
36911,,,36911,,
36912,,,36912,,
36913,,,36913,,
36914,94.24,7,36914,94.24,7
36915,103.09|103.09|103.1,17|6|35,36915,103.1|103.1|103.1,22|7|29
36916,,,36916,,
36917,,,36917,,
36918,,,36918,,
36919,95.5|99.32|103.1|103.1|103.1,7|8|11|7|1,36919,95.5|99.32|103.1,7|8|19
36920,,,36920,,
36921,103.1|103.11,84|16,36921,103.1|103.11|103.13|103.14,37|19|9|35
36922,103.11|103.13|103.14|103.14|103.14|103.14,3|9|3|1|4|60,36922,103.14|103.14,34|46
36923,,,36923,,
36924,,,36924,,
36925,98.02,74,36925,98.02,74
36926,,,36926,,
36927,,,36927,98.02,2
36928,98.02,2,36928,,
36929,,,36929,,
36930,,,36930,,
36931,87.15,32,36931,87.15,32
36932,,,36932,,
36933,98.02|103.14|103.14|103.15,18|9|53|14,36933,98.02|103.14|103.16|103.16|103.17,18|7|66|1|2
36934,103.15,9,36934,103.17,9
36935,,,36935,,
36936,,,36936,,
36937,94.04,8,36937,94.04,8
36938,94.04,2,36938,94.04,2
36939,103.15|103.15|103.16,58|10|4,36939,103.17|103.17|103.17,34|9|29
36940,,,36940,,
36941,,,36941,,
36942,,,36942,,
36943,,,36943,,
36944,,,36944,,
36945,,,36945,,
36946,,,36946,,
36947,,,36947,,
36948,91.25,18,36948,91.25,18
36949,,,36949,,
36950,,,36950,,
36951,,,36951,,
36952,,,36952,,
36953,,,36953,,
36954,,,36954,,
36955,75.15|80|82.76|91.25,39|4|9|13,36955,75.15|80|82.76|91.25,39|4|9|13
36956,,,36956,,
36957,,,36957,,
36958,,,36958,,
36959,,,36959,,
36960,,,36960,,
36961,,,36961,,
36962,,,36962,90.48,10
36963,82.27|90.48,9|1,36963,,
36964,90.48|91.25,41|24,36964,82.27|90.48|91.25,9|32|24
36965,,,36965,,
36966,,,36966,,
36967,91.25|93.36|94.06,37|48|9,36967,91.25|93.36|94.06,37|48|9
36968,94.06|94.24|94.66,72|3|4,36968,94.06|94.24|94.66,72|3|4
36969,,,36969,,
36970,,,36970,,
36971,,,36971,,
36972,,,36972,,
36973,,,36973,,
36974,,,36974,,
36975,,,36975,,
36976,94.66,6,36976,94.66,6
36977,94.66,1,36977,94.66,1
36978,94.66,4,36978,94.66,4
36979,,,36979,,
36980,94.66|96.2|97.21|98.29|99.38,24|9|7|5|42,36980,94.66|96.2|97.21|98.29|99.38,24|9|7|5|42
36981,,,36981,,
36982,100.75|101.81,4|3,36982,100.75|101.81,4|3
36983,,,36983,,
36984,,,36984,,
36985,,,36985,,
36986,81.76,32,36986,81.76,32
36987,,,36987,,
36988,,,36988,,
36989,,,36989,,
36990,,,36990,,
36991,,,36991,81.76|86.22|95.23|98.02,47|1|5|4
36992,81.76|86.22|95.23|98.02,47|1|5|4,36992,,
36993,,,36993,,
36994,,,36994,,
36995,98.02,5,36995,98.02,5
36996,,,36996,,
36997,,,36997,,
36998,,,36998,,
36999,71.91|99.58,2|3,36999,71.91|99.58,2|3
37000,99.58|100.73|101.81|103.12|103.16,2|2|32|7|48,37000,99.58|100.73|101.81|103.12|103.17|103.17|103.17|103.17,2|2|32|7|22|13|5|8
37001,,,37001,,
37002,,,37002,103.17,46
37003,101.32|103.16|103.16|103.17,5|27|1|13,37003,,
37004,,,37004,,
37005,99.63,67,37005,99.63,67
37006,,,37006,,
37007,,,37007,,
37008,90.42,5,37008,,
37009,,,37009,90.42,5
37010,,,37010,,
37011,80.41,5,37011,80.41,5
37012,80.41,18,37012,80.41,18
37013,80.41,54,37013,80.41,54
37014,80.41|95.33|99.63,3|4|28,37014,80.41|95.33|99.63,3|4|28
37015,,,37015,,
37016,,,37016,,
37017,,,37017,,
37018,,,37018,,
37019,,,37019,101.32,5
37020,,,37020,,
37021,,,37021,,
37022,,,37022,,
37023,95.7,80,37023,,
37024,,,37024,,
37025,,,37025,92.83|95.7,48|19
37026,92.83|103.12|103.17,48|5|14,37026,95.7,61
37027,,,37027,,
37028,,,37028,,
37029,,,37029,,
37030,91.51,1,37030,91.51,1
37031,,,37031,,
37032,,,37032,,
37033,,,37033,,
37034,,,37034,,
37035,99.17,2,37035,99.17,2
37036,,,37036,,
37037,81.03|99.17,5|4,37037,81.03|99.17,5|4
37038,,,37038,,
37039,,,37039,,
37040,,,37040,,
37041,,,37041,,
37042,,,37042,,
37043,,,37043,,
37044,93.2,5,37044,93.2,5
37045,,,37045,,
37046,,,37046,,
37047,93.2|97.6,26|8,37047,93.2|97.6,26|8
37048,101.93,9,37048,101.93,9
37049,,,37049,,
37050,,,37050,,
37051,,,37051,,
37052,84.84,1,37052,84.84,1
37053,84.84|85.3,34|19,37053,84.84|85.3,34|19
37054,,,37054,,
37055,,,37055,,
37056,,,37056,97.23,3
37057,97.23,3,37057,97.23,93
37058,97.23,34,37058,101.93,34
37059,,,37059,,
37060,,,37060,,
37061,,,37061,,
37062,92.42,4,37062,92.42,4
37063,92.42,5,37063,92.42,5
37064,,,37064,,
37065,,,37065,,
37066,97.23,3,37066,101.93,3
37067,97.23,54,37067,101.93|103.12|103.17|103.18,22|5|11|16
37068,,,37068,,
37069,97.23,2,37069,,
37070,,,37070,,
37071,,,37071,,
37072,82.37,1,37072,82.37,1
37073,82.37,32,37073,82.37,32
37074,,,37074,,
37075,101.93,55,37075,103.18|103.18|103.18,31|5|19
37076,,,37076,,
37077,,,37077,,
37078,,,37078,,
37079,,,37079,,
37080,93.54,5,37080,93.54,5
37081,,,37081,,
37082,93.54|95.01,45|37,37082,93.54|95.01,45|37
37083,95.01,6,37083,95.01,6
37084,95.01,2,37084,95.01,2
37085,,,37085,,
37086,,,37086,,
37087,,,37087,93.83,1
37088,93.83,1,37088,,
37089,,,37089,,
37090,93.83|94.2|95.01,35|10|19,37090,93.83|94.2|95.01,35|10|19
37091,,,37091,,
37092,,,37092,,
37093,,,37093,,
37094,94.07,1,37094,94.07,1
37095,95.01,1,37095,95.01,1
37096,,,37096,,
37097,,,37097,,
37098,,,37098,,
37099,,,37099,,
37100,,,37100,,
37101,,,37101,,
37102,,,37102,,
37103,,,37103,,
37104,,,37104,,
37105,,,37105,,
37106,,,37106,,
37107,85.07|87.56|91.22,4|3|2,37107,85.07|87.56|91.22,4|3|2
37108,91.22,8,37108,91.22,8
37109,,,37109,,
37110,,,37110,,
37111,,,37111,,
37112,91.22,1,37112,91.22,1
37113,91.22,10,37113,91.22,10
37114,91.22,36,37114,91.22,36
37115,,,37115,,
37116,,,37116,,
37117,91.22,3,37117,91.22,3
37118,91.22|92.35,21|2,37118,91.22|92.35,21|2
37119,,,37119,,
37120,,,37120,,
37121,,,37121,,
37122,,,37122,,
37123,,,37123,,
37124,95.01|95.7,1|7,37124,95.01|95.7,1|7
37125,,,37125,,
37126,,,37126,,
37127,,,37127,,
37128,90.25,7,37128,90.25,7
37129,,,37129,,
37130,,,37130,,
37131,90.25|95.7,25|65,37131,90.25|95.7,25|65
37132,95.7|96.13,1|3,37132,95.7|96.13,1|3
37133,,,37133,,
37134,,,37134,,
37135,96.13,6,37135,96.13,6
37136,96.13,85,37136,96.13,85
37137,96.13|96.39|97.62|98.16,2|1|6|52,37137,96.13|96.39|97.62|98.16,2|1|6|52
37138,98.16|99.17|100.04,19|21|34,37138,98.16|99.17|100.04,19|21|34
37139,,,37139,,
37140,100.04,1,37140,100.04,1
37141,,,37141,,
37142,,,37142,,
37143,100.04|100.69,41|54,37143,100.04|100.69,41|54
37144,,,37144,,
37145,,,37145,,
37146,91.72,46,37146,91.72,46
37147,,,37147,,
37148,89.84|91.72|100.69,6|1|3,37148,89.84|91.72|100.69,6|1|3
37149,,,37149,,
37150,,,37150,,
37151,,,37151,,
37152,,,37152,,
37153,,,37153,,
37154,,,37154,,
37155,,,37155,,
37156,,,37156,,
37157,,,37157,,
37158,,,37158,,
37159,,,37159,,
37160,91.05|98.96,1|5,37160,91.05|98.96,1|5
37161,,,37161,,
37162,,,37162,,
37163,,,37163,,
37164,98.96,2,37164,98.96,2
37165,,,37165,,
37166,88.94,74,37166,88.94,74
37167,,,37167,,
37168,,,37168,,
37169,,,37169,,
37170,,,37170,,
37171,85.89|88.94,4|2,37171,85.89|88.94,4|2
37172,,,37172,,
37173,84.15,7,37173,84.15,7
37174,,,37174,,
37175,,,37175,,
37176,,,37176,,
37177,,,37177,,
37178,,,37178,,
37179,,,37179,,
37180,,,37180,,
37181,,,37181,,
37182,81.1,8,37182,81.1,8
37183,83.32,7,37183,,
37184,,,37184,83.32,7
37185,83.32,51,37185,83.32,51
37186,83.32,5,37186,83.32,5
37187,,,37187,,
37188,,,37188,,
37189,,,37189,,
37190,83.32|83.96|84.15,8|8|38,37190,83.32|83.96|84.15,8|8|38
37191,,,37191,,
37192,,,37192,,
37193,,,37193,,
37194,84.15,7,37194,84.15,7
37195,84.15,16,37195,84.15,16
37196,84.15|87.23|88.94,12|8|1,37196,84.15|87.23|88.94,12|8|1
37197,,,37197,,
37198,,,37198,,
37199,,,37199,,
37200,88.94,6,37200,88.94,6
37201,,,37201,,
37202,88.94|89.54|91.98|92.14,5|13|5|4,37202,88.94|89.54|91.98|92.14,5|13|5|4
37203,,,37203,,
37204,,,37204,,
37205,92.14|92.59|92.61|96.89|97.7|98.96|100.69,2|9|10|8|2|50|5,37205,92.14|92.59|92.61|96.89|97.7|98.96|100.69,2|9|10|8|2|50|5
37206,,,37206,,
37207,,,37207,,
37208,,,37208,,
37209,,,37209,,
37210,,,37210,,
37211,89.96,6,37211,89.96,6
37212,89.96|91.39|100.69|100.9|101.02,4|69|13|5|7,37212,89.96|91.39|100.69|100.9|101.02,4|69|13|5|7
37213,,,37213,,
37214,,,37214,,
37215,95.74,2,37215,95.74,2
37216,,,37216,101.02|101.79,39|8
37217,101.02|101.79,39|8,37217,,
37218,,,37218,,
37219,101.79,21,37219,101.79,21
37220,,,37220,,
37221,101.79,34,37221,,
37222,,,37222,98.26|101.79,7|27
37223,,,37223,,
37224,,,37224,,
37225,85.32,8,37225,85.32,8
37226,,,37226,,
37227,,,37227,,
37228,,,37228,,
37229,,,37229,,
37230,85.32,15,37230,85.32,15
37231,,,37231,,
37232,,,37232,,
37233,85.32,7,37233,85.32,7
37234,,,37234,,
37235,85.32,1,37235,85.32,1
37236,93.83|94.72,6|1,37236,93.83|94.72,6|1
37237,94.72|97.42|98.26|101.79,7|49|7|20,37237,94.72|97.42|101.79,7|49|27
37238,,,37238,,
37239,,,37239,,
37240,,,37240,,
37241,,,37241,,
37242,,,37242,,
37243,,,37243,,
37244,,,37244,,
37245,86.02,6,37245,86.02,6
37246,,,37246,,
37247,86.02,1,37247,86.02,1
37248,96.4|97.01|101.79|101.86|101.9|101.93|102.87,3|10|7|4|11|4|6,37248,96.4|97.01,3|6
37249,102.87|103.17,3|6,37249,,
37250,,,37250,,
37251,,,37251,97.01|99.9|101.79,4|35|6
37252,99.9,9,37252,101.79|101.86|101.9,1|4|4
37253,,,37253,,
37254,92.85,6,37254,92.85,6
37255,92.85,7,37255,92.85,7
37256,,,37256,,
37257,,,37257,,
37258,,,37258,,
37259,,,37259,,
37260,,,37260,,
37261,,,37261,,
37262,,,37262,,
37263,,,37263,,
37264,90.64|90.82|92.85|97.72|98.33,4|15|4|5|29,37264,90.64|90.82|92.85|97.72|98.33,4|15|4|5|29
37265,,,37265,,
37266,,,37266,,
37267,,,37267,,
37268,,,37268,,
37269,98.33,6,37269,98.33,6
37270,,,37270,,
37271,,,37271,,
37272,,,37272,,
37273,98.33|99.06|99.9,64|1|7,37273,98.33|99.06|101.84|101.9,64|1|3|4
37274,,,37274,,
37275,,,37275,,
37276,84.3,15,37276,84.3,15
37277,84.3|99.9,29|18,37277,84.3|101.21|101.9|102.87,29|9|3|6
37278,,,37278,,
37279,,,37279,102.87|103.18,3|5
37280,95.49,8,37280,,
37281,,,37281,,
37282,,,37282,,
37283,,,37283,,
37284,90.92,4,37284,90.92,4
37285,,,37285,,
37286,,,37286,,
37287,,,37287,,
37288,90.92|95.49,6|59,37288,90.92|95.49,6|59
37289,,,37289,,
37290,,,37290,,
37291,,,37291,,
37292,,,37292,,
37293,,,37293,,
37294,95.49|95.71|96.69|99.9|101.21|101.23,29|5|7|1|9|40,37294,95.49|95.71|96.69|101.23,37|5|7|42
37295,,,37295,,
37296,101.23,7,37296,101.23,7
37297,,,37297,,
37298,101.23|101.84,13|3,37298,101.23|102.91|103.18,11|4|1
37299,,,37299,,
37300,,,37300,,
37301,,,37301,,
37302,,,37302,,
37303,,,37303,,
37304,82.72,18,37304,82.72,18
37305,82.72,12,37305,82.72,12
37306,,,37306,,
37307,82.72,1,37307,82.72,1
37308,,,37308,,
37309,82.72,6,37309,82.72,6
37310,,,37310,,
37311,,,37311,82.72,13
37312,82.72,13,37312,,
37313,,,37313,,
37314,,,37314,,
37315,,,37315,,
37316,,,37316,,
37317,86.81,5,37317,86.81,5
37318,86.81,17,37318,,
37319,,,37319,86.81,17
37320,86.81,4,37320,86.81,4
37321,,,37321,,
37322,,,37322,,
37323,,,37323,,
37324,84.69,8,37324,84.69,8
37325,84.69,1,37325,84.69,1
37326,,,37326,,
37327,,,37327,,
37328,84.69,9,37328,84.69,9
37329,,,37329,,
37330,84.69,43,37330,84.69,43
37331,86.81,1,37331,86.81,1
37332,,,37332,,
37333,91.58,4,37333,91.58,4
37334,,,37334,,
37335,91.58|91.91,4|3,37335,91.58|91.91,4|3
37336,,,37336,,
37337,,,37337,,
37338,,,37338,,
37339,,,37339,,
37340,90.8,3,37340,90.8,3
37341,,,37341,,
37342,,,37342,,
37343,,,37343,90.8,4
37344,90.8,4,37344,,
37345,,,37345,90.8,28
37346,90.8,28,37346,,
37347,90.8,2,37347,90.8,2
37348,90.8,4,37348,90.8,4
37349,,,37349,,
37350,86.92|90.8|91.91|92.38,44|2|7|27,37350,,
37351,,,37351,86.92|90.8|91.91|92.38,44|2|7|27
37352,,,37352,,
37353,,,37353,,
37354,,,37354,,
37355,92.38|92.4|94.87,1|6|1,37355,92.38|92.4|94.87,1|6|1
37356,,,37356,,
37357,,,37357,,
37358,,,37358,,
37359,,,37359,,
37360,,,37360,,
37361,,,37361,,
37362,91.8|93.19,57|2,37362,91.8|93.19,57|2
37363,,,37363,,
37364,,,37364,,
37365,93.19|93.63,2|3,37365,93.19|93.63,2|3
37366,,,37366,,
37367,89.56|93.63|94.87,9|57|3,37367,89.56|93.63|94.87,9|57|3
37368,,,37368,,
37369,94.87|96.16|96.6|97.85,31|47|13|2,37369,94.87|96.16|96.6|97.85,31|47|13|2
37370,,,37370,,
37371,,,37371,,
37372,,,37372,,
37373,88.33,6,37373,88.33,6
37374,,,37374,,
37375,,,37375,,
37376,,,37376,,
37377,,,37377,,
37378,,,37378,,
37379,84.86|87.79,3|22,37379,84.86|87.79,3|22
37380,,,37380,,
37381,,,37381,,
37382,87.79|90.9|95.4|97.85,15|5|8|7,37382,87.79|90.9|95.4|97.85,15|5|8|7
37383,,,37383,,
37384,,,37384,,
37385,,,37385,,
37386,,,37386,,
37387,,,37387,,
37388,,,37388,,
37389,,,37389,,
37390,,,37390,,
37391,,,37391,,
37392,,,37392,,
37393,,,37393,,
37394,,,37394,,
37395,88.11,39,37395,88.11,39
37396,,,37396,,
37397,88.11,5,37397,88.11,5
37398,88.11|91.67|92.84|93.9|97.3,32|4|7|7|43,37398,88.11|91.67|92.84|93.9|97.3,32|4|7|7|43
37399,,,37399,,
37400,,,37400,,
37401,82.72,5,37401,82.72,5
37402,,,37402,,
37403,81.58,51,37403,81.58,51
37404,,,37404,,
37405,,,37405,,
37406,81.58|82.72,26|18,37406,81.58|82.72,26|18
37407,,,37407,82.72,1
37408,82.72,1,37408,,
37409,,,37409,,
37410,,,37410,,
37411,,,37411,,
37412,82.72,10,37412,82.72,6
37413,82.72,6,37413,82.72,10
37414,82.72|97.3|97.45,11|16|37,37414,82.72|97.3|97.45,11|16|37
37415,,,37415,,
37416,97.45,29,37416,97.45,29
37417,,,37417,,
37418,82.95,3,37418,82.95,3
37419,82.95,5,37419,82.95,5
37420,,,37420,,
37421,,,37421,,
37422,97.45|97.85,32|19,37422,97.45|97.85,32|19
37423,,,37423,,
37424,97.85|98.49,40|30,37424,97.85|98.49,40|30
37425,,,37425,,
37426,,,37426,,
37427,,,37427,,
37428,,,37428,,
37429,,,37429,,
37430,,,37430,,
37431,,,37431,,
37432,,,37432,,
37433,,,37433,,
37434,,,37434,,
37435,,,37435,,
37436,,,37436,,
37437,85,4,37437,85,4
37438,,,37438,,
37439,,,37439,77.54,59
37440,77.54,59,37440,,
37441,,,37441,,
37442,,,37442,,
37443,77.54|88.28|88.63,18|62|11,37443,77.54|88.28|88.63,18|62|11
37444,88.63,21,37444,88.63,21
37445,,,37445,,
37446,88.63,28,37446,88.63,28
37447,,,37447,,
37448,86.35,3,37448,86.35,3
37449,86.35,40,37449,86.35,40
37450,86.35,3,37450,86.35,3
37451,86.35,2,37451,86.35,2
37452,,,37452,,
37453,,,37453,,
37454,,,37454,,
37455,,,37455,,
37456,81.89,6,37456,81.89,6
37457,,,37457,,
37458,81.89,57,37458,81.89,57
37459,,,37459,,
37460,81.89,9,37460,81.89,9
37461,,,37461,,
37462,,,37462,,
37463,86.35|86.85,3|61,37463,86.35|86.85,3|61
37464,,,37464,,
37465,86.85,4,37465,86.85,4
37466,,,37466,,
37467,77.92|86.85|88.63|91.93,25|28|5|37,37467,77.92|86.85|88.63|91.93,25|28|5|37
37468,,,37468,,
37469,91.93,1,37469,91.93,1
37470,,,37470,,
37471,,,37471,,
37472,,,37472,90.71,10
37473,90.71,10,37473,90.71,2
37474,90.71,2,37474,,
37475,,,37475,,
37476,90.71|91.8,21|49,37476,,
37477,,,37477,90.71|91.8,21|49
37478,,,37478,,
37479,91.8,3,37479,91.8,3
37480,,,37480,,
37481,85.73,19,37481,85.73,19
37482,,,37482,,
37483,,,37483,,
37484,85.73|91.8|91.93,7|24|6,37484,85.73|91.8|91.93,7|24|6
37485,91.93|93.94|94.61|95.79|95.86|96.58,1|2|2|8|1|66,37485,91.93|93.94|94.61|95.79|95.86|96.58,1|2|2|8|1|66
37486,96.58|97.11,28|3,37486,96.58|97.11,28|3
37487,,,37487,,
37488,93.4|97.11,4|2,37488,93.4|97.11,4|2
37489,,,37489,,
37490,,,37490,,
37491,95.01,61,37491,95.01,61
37492,95.01,1,37492,95.01,1
37493,,,37493,,
37494,95.01,4,37494,95.01,4
37495,,,37495,,
37496,,,37496,,
37497,,,37497,,
37498,,,37498,,
37499,,,37499,,
37500,94.1,1,37500,94.1,1
37501,94.1|95.01,2|4,37501,94.1|95.01,2|4
37502,,,37502,,
37503,95.01|97.11|97.46|97.55|98.18|98.35,7|5|8|6|2|16,37503,,
37504,,,37504,95.01|97.11|97.46|97.55|98.18,7|5|8|6|2
37505,98.35,28,37505,98.35,1
37506,98.35,1,37506,98.35,44
37507,,,37507,,
37508,,,37508,,
37509,98.35|98.49|98.74,21|1|10,37509,98.35|98.49|98.74,21|1|10
37510,,,37510,,
37511,,,37511,,
37512,,,37512,,
37513,97.31,40,37513,,
37514,,,37514,,
37515,,,37515,97.31,40
37516,,,37516,,
37517,,,37517,,
37518,94.34,10,37518,94.34,10
37519,,,37519,,
37520,,,37520,,
37521,,,37521,,
37522,86.8,1,37522,86.8,1
37523,,,37523,,
37524,93.67,3,37524,93.67,3
37525,93.67|97.2,5|2,37525,93.67|97.2,5|2
37526,,,37526,,
37527,,,37527,,
37528,,,37528,,
37529,97.2|97.65|98.23|98.74,1|10|62|10,37529,97.2|97.65|98.23|98.74,1|10|62|10
37530,,,37530,,
37531,,,37531,,
37532,,,37532,,
37533,,,37533,,
37534,,,37534,,
37535,,,37535,,
37536,,,37536,,
37537,,,37537,,
37538,,,37538,,
37539,89.29,7,37539,89.29,7
37540,89.29|90.78|96.66|98.74|99.3,4|6|1|68|2,37540,89.29|90.78|96.66|98.74|99.3,4|6|1|68|2
37541,,,37541,,
37542,,,37542,,
37543,,,37543,,
37544,,,37544,,
37545,,,37545,,
37546,,,37546,,
37547,,,37547,,
37548,,,37548,,
37549,,,37549,,
37550,,,37550,,
37551,,,37551,,
37552,,,37552,,
37553,,,37553,,
37554,,,37554,,
37555,87.01|96.27,57|1,37555,87.01|96.27,57|1
37556,99.3,2,37556,99.3,2
37557,99.3,7,37557,99.3,7
37558,,,37558,,
37559,,,37559,,
37560,93.52,5,37560,93.52,5
37561,,,37561,,
37562,,,37562,,
37563,,,37563,,
37564,92.3,6,37564,92.3,6
37565,,,37565,,
37566,85.84,6,37566,85.84,6
37567,,,37567,,
37568,,,37568,,
37569,,,37569,,
37570,,,37570,,
37571,,,37571,,
37572,,,37572,92.54,41
37573,90.99|92.54,3|38,37573,,
37574,92.54|93.52,43|11,37574,90.99|92.54|93.52,3|40|11
37575,93.52,8,37575,93.52,8
37576,93.52,9,37576,93.52,9
37577,93.52,2,37577,93.52,2
37578,93.52,5,37578,93.52,5
37579,93.52,1,37579,93.52,1
37580,93.52,24,37580,93.52,24
37581,99.3|99.35,12|9,37581,99.3|99.35,12|9
37582,99.35,82,37582,99.35,82
37583,,,37583,,
37584,,,37584,,
37585,,,37585,,
37586,,,37586,,
37587,,,37587,,
37588,98.73,7,37588,98.73,7
37589,,,37589,,
37590,,,37590,,
37591,84.54,6,37591,84.54,6
37592,84.54|98.73|99.35|99.65|99.79,4|1|7|6|19,37592,84.54|98.73|99.35|99.65|99.79,4|1|7|6|19
37593,,,37593,,
37594,,,37594,,
37595,,,37595,,
37596,,,37596,,
37597,99.79,7,37597,99.79,7
37598,,,37598,,
37599,,,37599,,
37600,,,37600,,
37601,,,37601,,
37602,,,37602,,
37603,99.79,4,37603,99.79,4
37604,99.79,5,37604,,
37605,,,37605,99.79,5
37606,,,37606,,
37607,,,37607,,
37608,,,37608,,
37609,99.79|99.99,22|3,37609,99.79|99.99,22|3
37610,,,37610,,
37611,99.99,97,37611,99.99,97
37612,,,37612,,
37613,,,37613,,
37614,91.39,1,37614,91.39,1
37615,,,37615,,
37616,,,37616,,
37617,91.39,3,37617,91.39,3
37618,91.39,47,37618,91.39,47
37619,,,37619,,
37620,,,37620,,
37621,91.39,10,37621,91.39,10
37622,,,37622,,
37623,91.39|98.41|99.83,18|31|34,37623,91.39|98.41|99.83,18|31|34
37624,99.83,9,37624,99.83,9
37625,,,37625,,
37626,,,37626,,
37627,,,37627,,
37628,,,37628,,
37629,,,37629,,
37630,80.44,8,37630,80.44,8
37631,80.44,10,37631,80.44,4
37632,80.44,4,37632,80.44,10
37633,,,37633,,
37634,80.44,5,37634,80.44,5
37635,,,37635,,
37636,80.44,8,37636,80.44,8
37637,,,37637,,
37638,80.44,4,37638,80.44,4
37639,,,37639,,
37640,,,37640,,
37641,80.44|91.52|98.31|99.61,55|2|8|24,37641,80.44|91.52|98.31|99.61,55|2|8|24
37642,,,37642,,
37643,82.6|99.61|99.83|100.11|100.31,5|19|15|5|21,37643,82.6|99.61|99.83|100.11|100.31,5|19|15|5|21
37644,,,37644,,
37645,,,37645,,
37646,,,37646,,
37647,,,37647,,
37648,,,37648,,
37649,,,37649,,
37650,,,37650,,
37651,,,37651,,
37652,,,37652,,
37653,,,37653,,
37654,,,37654,,
37655,90.26,9,37655,90.26,9
37656,90.26,10,37656,90.26,10
37657,,,37657,,
37658,,,37658,,
37659,,,37659,,
37660,,,37660,,
37661,90.26,8,37661,90.26,8
37662,,,37662,,
37663,,,37663,,
37664,,,37664,,
37665,,,37665,,
37666,,,37666,,
37667,,,37667,,
37668,83.32,3,37668,,
37669,,,37669,83.32,3
37670,83.32|87.9|90.26,4|35|24,37670,,
37671,,,37671,83.32|87.9|90.26,4|35|24
37672,90.26,2,37672,90.26,2
37673,90.26,5,37673,90.26,5
37674,,,37674,,
37675,90.26,2,37675,90.26,2
37676,,,37676,,
37677,,,37677,,
37678,80.87,1,37678,80.87,1
37679,,,37679,,
37680,,,37680,,
37681,80.87|90.26|90.37,1|13|4,37681,80.87|90.26|90.37,1|13|4
37682,,,37682,,
37683,,,37683,,
37684,92.85,51,37684,92.85,51
37685,,,37685,,
37686,92.85|97.04|97.97|98.51|99.22,22|9|7|4|24,37686,92.85|97.04|97.97|98.51|99.22,22|9|7|4|24
37687,,,37687,,
37688,,,37688,,
37689,,,37689,,
37690,,,37690,,
37691,,,37691,,
37692,,,37692,,
37693,,,37693,,
37694,72.26|76.43|89.97|99.22,1|21|1|49,37694,72.26|76.43|89.97|99.22,1|21|1|49
37695,,,37695,,
37696,,,37696,,
37697,,,37697,93.24,79
37698,93.24,3,37698,,
37699,93.24,6,37699,99.22,6
37700,93.24,65,37700,99.22|100.31,13|52
37701,93.24|99.22|100.31,5|19|27,37701,,
37702,,,37702,100.31|100.42|100.46,3|32|16
37703,,,37703,,
37704,,,37704,,
37705,91.33|100.31,4|2,37705,91.33|100.46,4|2
37706,,,37706,,
37707,,,37707,,
37708,86.7,8,37708,86.7,8
37709,86.7|100.31,42|20,37709,86.7|100.46|100.56|100.63,42|17|2|1
37710,,,37710,,
37711,,,37711,,
37712,,,37712,,
37713,,,37713,,
37714,,,37714,,
37715,,,37715,,
37716,79.7,5,37716,79.7,5
